Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;18-7-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;18-7-2025
border rejection;salmonella agona;pathogen > pathogenic bacteria > salmonella > salmonella agona;india;17-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;16-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;15-7-2025
border rejection;high content of lead;heavy metals > high content of lead;peru;15-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;15-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;3-7-2025
border rejection;inadequate processing;processing > inadequate processing;jordan;30-6-2025
border rejection;inadequate processing;processing > inadequate processing;jordan;30-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;26-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;26-6-2025
border rejection;composition;composition;indonesia;26-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;24-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;24-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;24-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;23-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;23-6-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;20-6-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;16-6-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;16-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-6-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-6-2025
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;tanzania;9-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;5-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;5-6-2025
border rejection;salmonella aberdeen;pathogen > pathogenic bacteria > salmonella > salmonella aberdeen;uganda;4-6-2025
border rejection;misbranding;labelling/misdescription > misbranding;yemen;4-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;3-6-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;3-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-6-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;29-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;28-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;28-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;28-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;28-5-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;26-5-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;26-5-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;26-5-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;26-5-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;26-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;23-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;23-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;23-5-2025
border rejection;improper import declaration;smuggling > improper import declaration;turkey;22-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;22-5-2025
border rejection;improper health certificate(s);smuggling > health certificate issues > improper health certificate(s);nigeria;20-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;19-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;united arab emirates;19-5-2025
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;india;19-5-2025
border rejection;aflatoxin b1, aflatoxin b2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2;china;15-5-2025
border rejection;carbaryl;pesticides > carbamate > carbaryl;mozambique;15-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;14-5-2025
border rejection;incorrect labeling, missing required nutrition information;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;mexico;13-5-2025
alert;metal fragment;metal fragment;egypt;13-5-2025
border rejection;carbaryl;pesticides > carbamate > carbaryl;china;12-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;9-5-2025
border rejection;absence of health certificate(s), fraud (absence of legal documents);smuggling > health certificate issues > absence of health certificate(s), labelling/misdescription > misdescription > fraud (absence of legal documents);india, iran;9-5-2025
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;7-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;5-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;5-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;5-5-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;23-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;15-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;israel;15-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;11-4-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;9-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;4-4-2025
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;4-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;4-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;4-4-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;28-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;27-3-2025
alert;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-3-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;20-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;19-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;14-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;14-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-3-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-3-2025
border rejection;pesticides;pesticides;guatemala;12-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
alert;alternariol;mycotoxin > alternariol;belgium;6-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;5-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;5-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;5-3-2025
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;5-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;5-3-2025
border rejection;absence of certified analytical report;other not classified fraud hazards > absence of certified analytical report;sudan;4-3-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;25-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;25-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;25-2-2025
border rejection;diflubenzuron, haloxyfop;pesticides > benzoylurea > diflubenzuron, pesticides > haloxyfop;india;20-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;20-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;19-2-2025
border rejection;improper health certificate(s), improper certified analytical report;smuggling > health certificate issues > improper health certificate(s), other not classified fraud hazards > improper certified analytical report;nigeria;19-2-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;18-2-2025
alert;alternariol;mycotoxin > alternariol;bolivia;14-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;13-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;10-2-2025
border rejection;carbaryl;pesticides > carbamate > carbaryl;mozambique;10-2-2025
border rejection;cadmium;heavy metals > cadmium;paraguay;7-2-2025
alert;toxin;toxin;switzerland;6-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;5-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;5-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;5-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;5-2-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;5-2-2025
border rejection;pesticides;pesticides;india;30-1-2025
border rejection;malathion;pesticides > organophosphate > malathion;india;29-1-2025
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;28-1-2025
border rejection;pesticides;pesticides;india;28-1-2025
border rejection;haloxyfop;pesticides > haloxyfop;bolivia;28-1-2025
border rejection;pesticides;pesticides;india;27-1-2025
border rejection;improper import declaration;smuggling > improper import declaration;iraq;17-1-2025
border rejection;aflatoxin;mycotoxin > aflatoxin;turkey;16-1-2025
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;16-1-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-1-2025
border rejection;pesticides;pesticides;india;10-1-2025
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;9-1-2025
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;9-1-2025
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;pakistan;7-1-2025
border rejection;malathion;pesticides > organophosphate > malathion;india;6-1-2025
border rejection;improper import declaration;smuggling > improper import declaration;iraq;3-1-2025
border rejection;improper import declaration;smuggling > improper import declaration;iraq;3-1-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;3-1-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;3-1-2025
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;3-1-2025
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;india;26-12-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);ethiopia;20-12-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;18-12-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;18-12-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;18-12-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;18-12-2024
border rejection;salmonella mbandaka;pathogen > pathogenic bacteria > salmonella > salmonella mbandaka;turkey;13-12-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;11-12-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-12-2024
alert;2-chloroethanol;pesticides > organochlorine > 2-chloroethanol;guatemala;9-12-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;4-12-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;4-12-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);ethiopia;27-11-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);ethiopia;27-11-2024
border rejection;salmonella agona;pathogen > pathogenic bacteria > salmonella > salmonella agona;nigeria;25-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;25-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mali;22-11-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;22-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;improper import declaration;smuggling > improper import declaration;jordan;21-11-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;jordan;19-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;18-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;12-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;chad;11-11-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);nigeria;8-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;8-11-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);nigeria;8-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;8-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;8-11-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;7-11-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;5-11-2024
border rejection;fraud (absence of legal documents);labelling/misdescription > misdescription > fraud (absence of legal documents);sudan;29-10-2024
border rejection;fraud (absence of legal documents);labelling/misdescription > misdescription > fraud (absence of legal documents);sudan;29-10-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;25-10-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;25-10-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-10-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;23-10-2024
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;guatemala;23-10-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;22-10-2024
border rejection;aflatoxin, aflatoxin b1;mycotoxin > aflatoxin, mycotoxin > aflatoxin > aflatoxin b1;nigeria;17-10-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;16-10-2024
border rejection;carbaryl;pesticides > carbamate > carbaryl;mozambique;16-10-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;tanzania;11-10-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;chad;8-10-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-10-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-10-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-10-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-10-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;24-9-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;24-9-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;20-9-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-9-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;12-9-2024
alert;metal pieces;metal fragment > metal pieces;egypt;6-9-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;jordan;5-9-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;29-8-2024
border rejection;fraud (absence of legal documents);labelling/misdescription > misdescription > fraud (absence of legal documents);sudan;27-8-2024
border rejection;fraud (absence of legal documents);labelling/misdescription > misdescription > fraud (absence of legal documents);sudan;27-8-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;burkina faso;21-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;malathion, carboxin, carbendazim;pesticides > organophosphate > malathion, pesticides > carboxin, pesticides > benzimidazole > carbendazim;india;16-8-2024
border rejection;pesticides;pesticides;india;16-8-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;15-8-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;niger;7-8-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;7-8-2024
border rejection;fenvalerate;pesticides > fenvalerate;india;1-8-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;26-7-2024
border rejection;unauthorised substance ethylene oxide;pesticides > unauthorised substance ethylene oxide;india;19-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;pesticides;pesticides;india;17-7-2024
border rejection;misbranding;labelling/misdescription > misbranding;sierra leone;12-7-2024
border rejection;misbranding;labelling/misdescription > misbranding;sierra leone;12-7-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;burkina faso;10-7-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;sudan;9-7-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;9-7-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;9-7-2024
border rejection;pesticides;pesticides;india;8-7-2024
border rejection;salmonella muenster;pathogen > pathogenic bacteria > salmonella > salmonella muenster;nigeria;2-7-2024
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;2-7-2024
border rejection;salmonella enterica;pathogen > pathogenic bacteria > salmonella > salmonella enterica;india;28-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;26-6-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;25-6-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;25-6-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;25-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;21-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;21-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;21-6-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;21-6-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;21-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;20-6-2024
border rejection;carbaryl;pesticides > carbamate > carbaryl;mozambique;17-6-2024
border rejection;aflatoxin b1, aflatoxin b2, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2, mycotoxin > aflatoxin > aflatoxin g1;burkina faso;12-6-2024
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;mozambique;5-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;4-6-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;3-6-2024
alert;salmonella cubana;pathogen > pathogenic bacteria > salmonella > salmonella cubana;turkey;3-6-2024
border rejection;moulds;non-pathogenic microorganisms > moulds;mali;29-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;29-5-2024
border rejection;insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation;nigeria;22-5-2024
border rejection;pesticides, salmonella;pesticides, pathogen > pathogenic bacteria > salmonella;canada;17-5-2024
border rejection;pesticides;pesticides;india;13-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mali;13-5-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;13-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;uganda;13-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;chad;8-5-2024
border rejection;improper health certificate(s);smuggling > health certificate issues > improper health certificate(s);nigeria;8-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;israel;6-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;israel;6-5-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;israel;6-5-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;30-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;30-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;30-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;30-4-2024
border rejection;pesticides;pesticides;india;29-4-2024
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;nigeria;25-4-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;25-4-2024
border rejection;misbranding, pesticides;labelling/misdescription > misbranding, pesticides;india;24-4-2024
border rejection;carbaryl;pesticides > carbamate > carbaryl;mozambique;23-4-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;lebanon;22-4-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;lebanon;22-4-2024
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;greece;22-4-2024
border rejection;pesticides;pesticides;india;22-4-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;lebanon;22-4-2024
border rejection;other not classified fraud hazards;other not classified fraud hazards;lebanon;22-4-2024
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;greece;22-4-2024
border rejection;pesticides;pesticides;india;18-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;nigeria;17-4-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;egypt;16-4-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;taiwan;16-4-2024
border rejection;profenofos;pesticides > organophosphate > profenofos;india;15-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;12-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;12-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;11-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;11-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;11-4-2024
alert;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;11-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;10-4-2024
alert;pesticides;pesticides;myanmar;10-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;8-4-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;8-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;8-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;8-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;8-4-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;8-4-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;nigeria;4-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-4-2024
border rejection;haloxyfop;pesticides > haloxyfop;india;1-4-2024
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;sudan;1-4-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;29-3-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;29-3-2024
border rejection;absence of health certificate(s);smuggling > health certificate issues > absence of health certificate(s);sudan;29-3-2024
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;lebanon;28-3-2024
border rejection;pesticides;pesticides;india;26-3-2024
border rejection;pesticides;pesticides;india;26-3-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;25-3-2024
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;25-3-2024
