Incident Type;Hazards;Hazard Paths;Origins;Date
food;aflatoxin;mycotoxin > aflatoxin;india;7-11-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-11-2014
border rejection;spoilage;spoilage;haiti;4-11-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;4-11-2014
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;haiti;4-11-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-10-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-10-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;22-10-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-10-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-10-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-10-2014
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;tanzania;1-10-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;26-9-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;26-9-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;26-9-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;26-9-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;24-9-2014
border rejection;incorrect labeling, insufficient labelling/documentation;labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation;egypt;2-9-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-9-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-9-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;15-8-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;netherlands;13-8-2014
food;salmonella amsterdam;pathogen > pathogenic bacteria > salmonella > salmonella amsterdam;india;4-8-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;1-8-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-8-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;1-8-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-7-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-7-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;8-7-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;vietnam;8-7-2014
border rejection;salmonella, insufficient labelling/documentation;pathogen > pathogenic bacteria > salmonella, labelling/misdescription > insufficient labelling/documentation;india;2-7-2014
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;nigeria;1-7-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-6-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-6-2014
food;salmonella kentucky;pathogen > pathogenic bacteria > salmonella > salmonella kentucky;india;19-6-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;senegal;13-6-2014
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-6-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-4-2014
food;salmonella mbandaka;pathogen > pathogenic bacteria > salmonella > salmonella mbandaka;india;28-4-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-3-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-3-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;12-3-2014
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;28-2-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;9-1-2014
border rejection;spoilage;spoilage;india;9-1-2014
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;9-1-2014
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;10-12-2013
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;china;9-12-2013
food;salmonella amsterdam;pathogen > pathogenic bacteria > salmonella > salmonella amsterdam;india;7-11-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;15-10-2013
border rejection;2,4-dinitrophenol (dnp);industrial contaminants > 2,4-dinitrophenol (dnp);sudan;1-9-2013
food;salmonella tennessee;pathogen > pathogenic bacteria > salmonella > salmonella tennessee;india;10-7-2013
food;salmonella tennessee;pathogen > pathogenic bacteria > salmonella > salmonella tennessee;india;28-6-2013
alert;salmonella;pathogen > pathogenic bacteria > salmonella;australia;17-6-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;29-5-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-5-2013
food;salmonella agona;pathogen > pathogenic bacteria > salmonella > salmonella agona;india;22-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-4-2013
border rejection;2,4-dinitrophenol (dnp);industrial contaminants > 2,4-dinitrophenol (dnp);sudan;1-4-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;21-3-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-3-2013
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;20-2-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;china;15-1-2013
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;14-12-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;14-12-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;5-12-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-12-2012
food;salmonella agona, salmonella mbandaka, salmonella;pathogen > pathogenic bacteria > salmonella > salmonella agona, pathogen > pathogenic bacteria > salmonella > salmonella mbandaka, pathogen > pathogenic bacteria > salmonella;india;9-11-2012
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;nigeria;1-11-2012
border rejection;pesticides;pesticides;india;18-9-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;17-9-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;7-9-2012
food;ddt, unauthorised ingredient (fraud);chemical compound (unauthorised) > ddt, unauthorised ingredient (fraud);india;4-9-2012
alert;ddt, unauthorised ingredient (fraud);chemical compound (unauthorised) > ddt, unauthorised ingredient (fraud);germany;30-8-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-7-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;turkey;28-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;21-6-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;13-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;13-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;13-6-2012
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;guatemala;1-6-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;lebanon;11-5-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;4-5-2012
border rejection;pesticides, salmonella;pesticides, pathogen > pathogenic bacteria > salmonella;mexico;2-4-2012
border rejection;dicofol;pesticides > organochlorine > dicofol;china;1-4-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;burkina faso;30-3-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-3-2012
border rejection;pesticides;pesticides;mexico;10-2-2012
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-2-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;26-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;20-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;19-1-2012
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;israel;19-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;thailand;12-1-2012
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-1-2012
food;salmonella mbandaka, salmonella orion, salmonella;pathogen > pathogenic bacteria > salmonella > salmonella mbandaka, pathogen > pathogenic bacteria > salmonella > salmonella orion, pathogen > pathogenic bacteria > salmonella;india;5-1-2012
food;faecal streptococci, enterobacteriaceae;non-pathogenic microorganisms > faecal streptococci, non-pathogenic microorganisms > enterobacteriaceae;india;29-12-2011
border rejection;pesticides, salmonella;pesticides, pathogen > pathogenic bacteria > salmonella;mexico;22-12-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;5-10-2011
border rejection;misbranding, spoilage, unfit for human consumption;labelling/misdescription > misbranding, spoilage, poor or insufficient controls > unfit for human consumption;india;5-10-2011
border rejection;chlorpyrifos, thiamethoxam;pesticides > organophosphate > chlorpyrifos, pesticides > neonicotinoid > thiamethoxam;bolivia;1-10-2011
food;salmonella mbandaka;pathogen > pathogenic bacteria > salmonella > salmonella mbandaka;india;26-9-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-9-2011
border rejection;moulds, abnormal smell;non-pathogenic microorganisms > moulds, abnormal smell;bolivia;1-8-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-7-2011
border rejection;misbranding, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;taiwan;20-7-2011
border rejection;misbranding, missing required nutrition information;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;taiwan;20-7-2011
food;polycyclic aromatic hydrocarbons, benzo(a)pyrene;industrial contaminants > polycyclic aromatic hydrocarbons, pahs > benzo(a)pyrene;india, netherlands;20-7-2011
food;altered organoleptic characteristics;altered organoleptic characteristics;india;15-7-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;28-6-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;21-6-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-6-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;13-6-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;7-6-2011
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-6-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-5-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;24-5-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-5-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;16-5-2011
food;enterobacteriaceae, salmonella, bacillus cereus;non-pathogenic microorganisms > enterobacteriaceae, pathogen > pathogenic bacteria > salmonella, pathogen > pathogenic bacteria > bacillus spp. > bacillus cereus;india;3-5-2011
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-5-2011
food;enterobacteriaceae, faecal streptococci;non-pathogenic microorganisms > enterobacteriaceae, non-pathogenic microorganisms > faecal streptococci;india;27-4-2011
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;sierra leone;25-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;20-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;14-4-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;14-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;canada;12-4-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;11-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;11-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;7-4-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;1-4-2011
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;myanmar;1-4-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-3-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;china;29-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;25-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;25-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;22-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;bolivia;21-3-2011
border rejection;misbranding;labelling/misdescription > misbranding;taiwan;17-3-2011
food;enterobacteriaceae, faecal streptococci;non-pathogenic microorganisms > enterobacteriaceae, non-pathogenic microorganisms > faecal streptococci;india;8-3-2011
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-3-2011
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;bolivia;1-3-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-2-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;21-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;17-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;14-2-2011
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;11-2-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-2-2011
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;31-1-2011
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;24-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;21-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;21-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;21-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;21-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;7-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;7-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-1-2011
border rejection;missing required nutrition information, salmonella;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, pathogen > pathogenic bacteria > salmonella;india;6-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;egypt;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;4-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;3-1-2011
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;21-12-2010
border rejection;unauthorised colour rhodamine b;composition > unauthorised colour rhodamine b;pakistan;16-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;15-12-2010
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;india;14-12-2010
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;13-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;9-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;8-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;1-12-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;29-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;29-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;29-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;29-11-2010
border rejection;incorrect labeling, salmonella;labelling/misdescription > incorrect labeling, pathogen > pathogenic bacteria > salmonella;guatemala;22-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-11-2010
food;salmonella orion;pathogen > pathogenic bacteria > salmonella > salmonella orion;india;9-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;8-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;8-11-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;5-11-2010
food;salmonella orion;pathogen > pathogenic bacteria > salmonella > salmonella orion;india;25-10-2010
border rejection;pesticides;pesticides;india;18-10-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;12-10-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-10-2010
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;5-10-2010
border rejection;misbranding;labelling/misdescription > misbranding;mexico;4-10-2010
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;tanzania;1-10-2010
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;myanmar;1-10-2010
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;paraguay;1-10-2010
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;bolivia;1-10-2010
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;paraguay;1-10-2010
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;bolivia;1-10-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;27-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;27-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;27-9-2010
food;moulds, altered organoleptic characteristics;non-pathogenic microorganisms > moulds, altered organoleptic characteristics;nigeria;27-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;27-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;27-9-2010
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;united states;22-9-2010
border rejection;pesticides;pesticides;india;13-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;burkina faso;7-9-2010
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;bolivia;1-9-2010
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;myanmar;1-9-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-8-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-8-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-8-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;venezuela;23-8-2010
food;enterobacteriaceae, faecal streptococci;non-pathogenic microorganisms > enterobacteriaceae, non-pathogenic microorganisms > faecal streptococci;india;11-8-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;2-8-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-7-2010
border rejection;misbranding, missing required nutrition information, unauthorised colour, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour, labelling/misdescription > insufficient labelling/documentation;pakistan;30-7-2010
border rejection;misbranding;labelling/misdescription > misbranding;india;27-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-7-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;13-7-2010
border rejection;spoilage, unfit for human consumption, salmonella;spoilage, poor or insufficient controls > unfit for human consumption, pathogen > pathogenic bacteria > salmonella;india;22-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;14-6-2010
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-6-2010
food;salmonella anatum;pathogen > pathogenic bacteria > salmonella > salmonella anatum;bolivia;25-5-2010
food;salmonella;pathogen > pathogenic bacteria > salmonella;china, united kingdom;25-5-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;11-5-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-5-2010
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-5-2010
food;salmonella bredeney;pathogen > pathogenic bacteria > salmonella > salmonella bredeney;ethiopia;4-5-2010
food;faecal streptococci;non-pathogenic microorganisms > faecal streptococci;india;3-5-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;23-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;23-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;23-4-2010
food;altered organoleptic characteristics;altered organoleptic characteristics;india;21-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;7-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;6-4-2010
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;2-4-2010
border rejection;aflatoxin;mycotoxin > aflatoxin;nigeria;1-4-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;26-3-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;26-3-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;26-3-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-3-2010
- food;salmonella;pathogen > pathogenic bacteria > salmonella;united states;15-3-2010
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;12-3-2010
food;coliforms, enterobacteriaceae;non-pathogenic microorganisms > coliforms, non-pathogenic microorganisms > enterobacteriaceae;india;12-3-2010
food;salmonella senftenberg;pathogen > pathogenic bacteria > salmonella > salmonella senftenberg;unknown origin;9-3-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;3-3-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-2-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;25-2-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;18-2-2010
food;aflatoxin;mycotoxin > aflatoxin;thailand;11-2-2010
food;salmonella java;pathogen > pathogenic bacteria > salmonella > salmonella java;india;9-2-2010
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;myanmar;1-2-2010
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;27-1-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;13-1-2010
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;11-1-2010
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;mexico;5-1-2010
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;4-1-2010
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-12-2009
food;enterobacteriaceae;non-pathogenic microorganisms > enterobacteriaceae;india;28-12-2009
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;23-12-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-12-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-12-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;india;10-12-2009
food;salmonella;pathogen > pathogenic bacteria > salmonella;india;30-11-2009
border rejection;salmonella;pathogen > pathogenic bacteria > salmonella;guatemala;30-11-2009
food;salmonella havana;pathogen > pathogenic bacteria > salmonella > salmonella havana;syria;20-11-2009
food;salmonella amsterdam;pathogen > pathogenic bacteria > salmonella > salmonella amsterdam;india;5-11-2009
border rejection;spoilage, unfit for human consumption;spoilage, poor or insufficient controls > unfit for human consumption;thailand;4-11-2009
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;paraguay;1-11-2009
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;28-10-2009
alert;peanuts and products thereof;peanuts and products thereof;australia;26-10-2009
alert;labelling/misdescription, peanuts and products thereof;labelling/misdescription, peanuts and products thereof;australia;21-10-2009
